Diameter,Height,Length,Rings,Sex,ShellWeight,ShuckedWeight,VisceraWeight,WholeWeight
0.225,0.085,0.32,6.0,I,0.0405,0.0675,0.029500000000000002,0.14150000000000001
0.265,0.08,0.34,5.0,I,0.055,0.09,0.0475,0.2015
0.28,0.1,0.37,6.0,I,0.0635,0.1165,0.026500000000000003,0.221
0.28,0.08,0.375,6.0,I,0.067,0.1125,0.0455,0.23450000000000001
0.275,0.1,0.375,6.0,I,0.065,0.1165,0.042,0.2325
0.29,0.08,0.385,7.0,I,0.065,0.122,0.0495,0.2485
0.32,0.095,0.4,6.0,I,0.08700000000000001,0.194,0.053,0.34800000000000003
0.30000000000000004,0.11,0.405,7.0,I,0.093,0.17200000000000001,0.044,0.32
0.30000000000000004,0.1,0.41000000000000003,7.0,I,0.08750000000000001,0.1255,0.057,0.28200000000000003
0.325,0.1,0.41000000000000003,6.0,I,0.106,0.132,0.07200000000000001,0.3245
0.30000000000000004,0.105,0.42,7.0,I,0.10350000000000001,0.1255,0.07,0.316
0.32,0.11,0.42,7.0,I,0.105,0.17400000000000002,0.0635,0.36250000000000004
0.31,0.095,0.42,6.0,I,0.088,0.1255,0.051000000000000004,0.279
0.325,0.115,0.425,7.0,I,0.10450000000000001,0.162,0.08650000000000001,0.3685
0.335,0.12,0.43,7.0,M,0.10350000000000001,0.1985,0.08650000000000001,0.397
0.33,0.11,0.435,6.0,I,0.096,0.20550000000000002,0.096,0.41300000000000003
0.34500000000000003,0.115,0.435,7.0,I,0.106,0.222,0.07350000000000001,0.418
0.33,0.11,0.44,7.0,I,0.12,0.1545,0.084,0.3705
0.34500000000000003,0.105,0.445,7.0,I,0.117,0.1675,0.1015,0.40900000000000003
0.34,0.145,0.445,7.0,I,0.13,0.1945,0.09050000000000001,0.434
0.335,0.11,0.445,8.0,I,0.109,0.1985,0.0935,0.41100000000000003
0.365,0.125,0.45,8.0,I,0.1315,0.21350000000000002,0.0985,0.462
0.34,0.12,0.45,6.0,I,0.12,0.241,0.1075,0.49250000000000005
0.33,0.105,0.45,7.0,I,0.0975,0.1865,0.0785,0.3715
0.33,0.1,0.45,6.0,I,0.098,0.1945,0.1,0.41100000000000003
0.33,0.11,0.45,6.0,I,0.10200000000000001,0.16,0.08850000000000001,0.3685
0.35000000000000003,0.115,0.46,7.0,I,0.11750000000000001,0.18,0.098,0.41550000000000004
0.36,0.105,0.47000000000000003,7.0,M,0.129,0.27,0.1395,0.544
0.38,0.125,0.47000000000000003,6.0,I,0.14200000000000002,0.211,0.1075,0.48450000000000004
0.35000000000000003,0.11,0.47500000000000003,6.0,I,0.13,0.20600000000000002,0.099,0.4565
0.35000000000000003,0.1,0.47500000000000003,7.0,I,0.115,0.2165,0.111,0.4545
0.38,0.125,0.48,8.0,I,0.1665,0.3395,0.1085,0.6245
0.465,0.125,0.49,7.0,M,0.14100000000000001,0.23500000000000001,0.13,0.5225000000000001
0.375,0.14,0.5,7.0,I,0.1585,0.248,0.112,0.5495
0.375,0.12,0.5,9.0,I,0.17,0.215,0.116,0.542
0.38,0.125,0.5,8.0,I,0.134,0.2485,0.1135,0.519
0.39,0.125,0.5,6.0,M,0.131,0.2485,0.117,0.5215000000000001
0.39,0.125,0.505,7.0,F,0.1405,0.246,0.15,0.5445
0.405,0.125,0.51,8.0,I,0.182,0.34650000000000003,0.1395,0.6795
0.4,0.125,0.51,6.0,F,0.1385,0.261,0.115,0.545
0.4,0.125,0.51,9.0,I,0.1525,0.2615,0.11950000000000001,0.5575
0.38,0.115,0.51,8.0,I,0.166,0.215,0.1135,0.5155000000000001
0.385,0.125,0.515,8.0,I,0.15,0.3175,0.1265,0.6115
0.4,0.145,0.52,9.0,M,0.185,0.35250000000000004,0.1845,0.7765000000000001
0.38,0.135,0.52,8.0,I,0.157,0.2295,0.133,0.5395
0.38,0.125,0.52,8.0,I,0.167,0.28800000000000003,0.1295,0.5545
0.46,0.15,0.52,7.0,F,0.254,0.523,0.1985,1.019
0.4,0.13,0.525,8.0,I,0.17,0.325,0.1245,0.6455000000000001
0.4,0.14,0.525,9.0,I,0.1835,0.2625,0.1285,0.601
0.405,0.12,0.525,9.0,M,0.201,0.3755,0.1555,0.7555000000000001
0.395,0.12,0.525,8.0,I,0.1405,0.297,0.1395,0.608
0.4,0.125,0.53,8.0,I,0.19,0.279,0.127,0.617
0.39,0.125,0.535,9.0,I,0.169,0.2595,0.149,0.599
0.42,0.14,0.54,10.0,I,0.1895,0.3125,0.138,0.6665
0.39,0.135,0.545,7.0,M,0.156,0.42250000000000004,0.18150000000000002,0.7835000000000001
0.41000000000000003,0.12,0.545,9.0,M,0.19,0.434,0.1405,0.793
0.41500000000000004,0.14,0.545,9.0,M,0.218,0.4615,0.127,0.8200000000000001
0.41500000000000004,0.135,0.55,8.0,F,0.17500000000000002,0.427,0.1855,0.8145
0.43,0.15,0.55,8.0,F,0.223,0.395,0.195,0.84
0.425,0.15,0.55,10.0,M,0.2165,0.41100000000000003,0.17650000000000002,0.8315
0.43,0.145,0.56,9.0,M,0.234,0.464,0.17750000000000002,0.8995000000000001
0.445,0.16,0.56,8.0,M,0.2215,0.42,0.2175,0.8965000000000001
0.44,0.155,0.56,8.0,F,0.245,0.336,0.17650000000000002,0.6405000000000001
0.41500000000000004,0.145,0.56,8.0,M,0.20500000000000002,0.43,0.1885,0.852
0.455,0.15,0.5650000000000001,9.0,M,0.23,0.4565,0.23950000000000002,0.9595
0.435,0.15,0.5650000000000001,8.0,M,0.20600000000000002,0.5795,0.1825,0.99
0.45,0.17500000000000002,0.5650000000000001,9.0,F,0.2645,0.447,0.23750000000000002,1.0095
0.46,0.15,0.5700000000000001,9.0,M,0.25,0.5415,0.20350000000000001,1.0375
0.445,0.145,0.5700000000000001,8.0,F,0.22,0.41200000000000003,0.217,0.8775000000000001
0.44,0.15,0.5700000000000001,8.0,I,0.224,0.3425,0.16,0.755
0.46,0.145,0.5750000000000001,7.0,F,0.265,0.466,0.229,0.9945
0.45,0.16,0.5750000000000001,10.0,F,0.2575,0.556,0.214,1.068
0.435,0.14,0.5750000000000001,9.0,M,0.222,0.401,0.191,0.8455
0.47000000000000003,0.165,0.5750000000000001,9.0,F,0.23800000000000002,0.435,0.197,0.869
0.455,0.135,0.5750000000000001,9.0,M,0.26,0.42450000000000004,0.197,0.907
0.435,0.13,0.5750000000000001,10.0,I,0.245,0.3155,0.2155,0.805
0.445,0.17,0.5750000000000001,9.0,M,0.228,0.549,0.2175,1.0225
0.445,0.145,0.5750000000000001,9.0,M,0.22,0.41500000000000004,0.1945,0.847
0.455,0.15,0.58,8.0,M,0.265,0.47650000000000003,0.2155,1.114
0.455,0.195,0.58,9.0,M,0.441,0.9450000000000001,0.426,1.859
0.445,0.135,0.58,9.0,M,0.22,0.3775,0.1915,0.8140000000000001
0.45,0.14,0.58,9.0,M,0.253,0.486,0.18150000000000002,0.9615
0.45,0.145,0.58,8.0,M,0.2295,0.547,0.1975,1.0025
0.45,0.155,0.58,9.0,F,0.265,0.385,0.246,0.93
0.46,0.145,0.585,9.0,M,0.23500000000000001,0.47800000000000004,0.1825,0.9335
0.465,0.16,0.585,7.0,M,0.265,0.4595,0.23600000000000002,0.9555
0.47000000000000003,0.15,0.59,8.0,M,0.24,0.481,0.232,0.9955
0.47500000000000003,0.16,0.6000000000000001,9.0,F,0.2565,0.485,0.2495,1.0265
0.455,0.17,0.6000000000000001,8.0,M,0.24,0.6960000000000001,0.23950000000000002,1.1915
0.465,0.15,0.6000000000000001,8.0,F,0.25,0.5455,0.262,1.1025
0.465,0.155,0.6000000000000001,10.0,M,0.225,0.512,0.24650000000000002,1.0165
0.47000000000000003,0.165,0.605,9.0,F,0.292,0.611,0.2275,1.1775
0.47500000000000003,0.14,0.605,9.0,M,0.274,0.555,0.257,1.1175
0.48,0.17,0.605,10.0,M,0.317,0.582,0.23650000000000002,1.1835
0.47500000000000003,0.165,0.605,9.0,F,0.357,0.433,0.2195,1.056
0.485,0.16,0.61,8.0,M,0.24150000000000002,0.5315,0.212,1.0145
0.485,0.145,0.61,9.0,M,0.28650000000000003,0.783,0.2255,1.3305
0.47000000000000003,0.165,0.61,9.0,M,0.267,0.498,0.242,1.052
0.46,0.17,0.615,10.0,M,0.27,0.48150000000000004,0.272,1.0565
0.465,0.15,0.615,9.0,F,0.24150000000000002,0.4615,0.1825,0.923
0.47500000000000003,0.155,0.615,9.0,F,0.28500000000000003,0.447,0.25,1.027
0.47000000000000003,0.135,0.62,8.0,M,0.24750000000000003,0.5315,0.2005,1.0195
0.45,0.2,0.62,8.0,M,0.24050000000000002,0.42850000000000005,0.1525,0.858
0.48,0.16,0.62,8.0,F,0.281,0.5635,0.24450000000000002,1.1125
0.485,0.17500000000000002,0.625,9.0,F,0.332,0.7335,0.2715,1.3745
0.48,0.185,0.625,8.0,M,0.28600000000000003,0.587,0.29,1.2065000000000001
0.47000000000000003,0.155,0.63,8.0,M,0.28700000000000003,0.589,0.211,1.1325
0.5,0.17500000000000002,0.63,10.0,M,0.3425,0.5635,0.3065,1.2645
0.495,0.015,0.635,9.0,F,0.28850000000000003,0.5115000000000001,0.308,1.1565
0.515,0.165,0.64,10.0,M,0.358,0.632,0.3415,1.369
0.53,0.195,0.645,10.0,M,0.3735,0.6465000000000001,0.29450000000000004,1.3900000000000001
0.48,0.17,0.645,10.0,F,0.305,0.528,0.254,1.1345
0.5,0.19,0.65,9.0,F,0.42450000000000004,0.6415000000000001,0.339,1.464
0.5,0.155,0.65,11.0,M,0.294,0.5650000000000001,0.3135,1.202
0.515,0.16,0.655,11.0,M,0.34500000000000003,0.553,0.369,1.31
0.51,0.17500000000000002,0.655,10.0,F,0.364,0.5885,0.3725,1.415
0.53,0.185,0.66,11.0,F,0.47600000000000003,0.546,0.2705,1.346
0.525,0.16,0.665,8.0,M,0.34,0.629,0.279,1.363
0.5,0.17,0.665,9.0,I,0.35950000000000004,0.6035,0.291,1.2974999999999999
0.505,0.20500000000000002,0.67,9.0,F,0.353,0.6075,0.3025,1.3645
0.54,0.215,0.685,14.0,F,0.47350000000000003,0.664,0.3655,1.7025000000000001
0.52,0.165,0.685,10.0,M,0.4,0.6990000000000001,0.3685,1.5190000000000001
0.54,0.155,0.6900000000000001,9.0,F,0.39,0.624,0.3105,1.454
0.53,0.21,0.6900000000000001,12.0,M,0.3865,0.7355,0.405,1.583
0.53,0.17,0.6900000000000001,9.0,F,0.3695,0.7945,0.34850000000000003,1.5535
0.56,0.185,0.6950000000000001,10.0,M,0.4375,0.885,0.3715,1.74
0.5650000000000001,0.18,0.7000000000000001,9.0,M,0.446,0.895,0.3355,1.751
0.5750000000000001,0.19,0.7000000000000001,12.0,M,0.638,1.095,0.418,2.273
0.525,0.19,0.7000000000000001,9.0,F,0.3995,0.8545,0.307,1.6465
0.55,0.17,0.705,9.0,F,0.301,0.6395000000000001,0.23600000000000002,1.219
0.56,0.18,0.71,11.0,F,0.4525,0.735,0.381,1.6520000000000001
0.55,0.19,0.715,12.0,M,0.5075000000000001,1.0465,0.40700000000000003,2.0045
0.535,0.19,0.715,10.0,M,0.42,0.889,0.313,1.6755
0.58,0.195,0.72,10.0,F,0.5375,1.0265,0.48,2.103
0.55,0.2,0.72,10.0,F,0.5215000000000001,0.9035000000000001,0.46900000000000003,1.9965000000000002
0.5650000000000001,0.145,0.72,8.0,M,0.2685,0.6910000000000001,0.1945,1.187
0.505,0.185,0.725,12.0,M,0.4505,1.026,0.42550000000000004,1.978
0.5750000000000001,0.185,0.73,12.0,F,0.48250000000000004,0.931,0.38,1.8795000000000002
0.585,0.185,0.735,11.0,M,0.5,0.9520000000000001,0.55,2.124
0.5650000000000001,0.215,0.745,11.0,M,0.5,0.896,0.4585,1.931
0.5700000000000001,0.21,0.75,11.0,F,0.545,1.109,0.5195000000000001,2.236
0.625,0.21,0.755,11.0,F,0.6785,1.1965,0.513,2.505
0.58,0.20500000000000002,0.755,10.0,M,0.595,0.8295,0.4015,2.0065
0.63,0.215,0.78,11.0,F,0.586,1.488,0.4985,2.657
0.375,0.12,0.185,6.0,I,0.15,0.196,0.10450000000000001,0.4645
0.20500000000000002,0.06,0.245,4.0,I,0.021500000000000002,0.034,0.014,0.0765
0.185,0.065,0.25,5.0,I,0.022500000000000003,0.029500000000000002,0.014,0.0685
0.19,0.065,0.25,5.0,I,0.025,0.039,0.015,0.0835
0.195,0.09,0.275,6.0,I,0.035500000000000004,0.0545,0.029500000000000002,0.1125
0.215,0.065,0.305,5.0,I,0.038,0.044,0.0205,0.1075
0.225,0.07,0.31,5.0,I,0.04,0.435,0.015,0.10550000000000001
0.23,0.08,0.315,5.0,I,0.044500000000000005,0.0545,0.031,0.1375
0.23,0.07,0.315,5.0,I,0.0385,0.046,0.0235,0.1145
0.225,0.075,0.325,6.0,I,0.09,0.0565,0.032,0.139
0.25,0.095,0.33,7.0,I,0.052000000000000005,0.10200000000000001,0.0395,0.20850000000000002
0.20500000000000002,0.095,0.33,5.0,I,0.043500000000000004,0.077,0.032,0.1595
0.245,0.09,0.335,7.0,I,0.048,0.096,0.0405,0.2015
0.25,0.09,0.34,6.0,I,0.055,0.0775,0.033,0.179
0.255,0.095,0.34500000000000003,6.0,I,0.055,0.0925,0.037,0.1945
0.255,0.085,0.34500000000000003,5.0,I,0.05,0.105,0.037,0.2005
0.27,0.075,0.35000000000000003,6.0,I,0.065,0.1,0.036000000000000004,0.215
0.255,0.09,0.35000000000000003,8.0,I,0.052500000000000005,0.0855,0.030500000000000003,0.17850000000000002
0.27,0.085,0.36,4.0,I,0.064,0.08750000000000001,0.035,0.196
0.27,0.085,0.365,6.0,I,0.058,0.081,0.042,0.1875
0.27,0.085,0.365,7.0,I,0.06,0.0825,0.0375,0.196
0.265,0.085,0.365,7.0,I,0.06,0.0945,0.049,0.213
0.29,0.09,0.37,7.0,I,0.075,0.089,0.0655,0.24450000000000002
0.28,0.085,0.37,6.0,I,0.062,0.1095,0.035,0.217
0.29,0.095,0.375,5.0,I,0.061,0.096,0.041,0.213
0.29,0.085,0.375,7.0,I,0.0695,0.11800000000000001,0.045,0.23850000000000002
0.275,0.09,0.375,6.0,I,0.0755,0.093,0.0405,0.218
0.275,0.095,0.375,6.0,I,0.0775,0.11,0.0415,0.24650000000000002
0.28,0.08,0.375,8.0,I,0.065,0.0825,0.048,0.2025
0.27,0.085,0.375,7.0,I,0.07,0.0945,0.039,0.218
0.275,0.11,0.38,6.0,I,0.0755,0.11,0.053500000000000006,0.256
0.27,0.08,0.38,8.0,I,0.07,0.08650000000000001,0.042,0.21050000000000002
0.29,0.09,0.385,9.0,I,0.0745,0.111,0.059500000000000004,0.2615
0.28,0.085,0.385,8.0,I,0.067,0.097,0.038,0.2175
0.30000000000000004,0.095,0.385,7.0,I,0.07350000000000001,0.152,0.061500000000000006,0.302
0.28,0.09,0.385,5.0,I,0.0655,0.10250000000000001,0.042,0.228
0.30000000000000004,0.095,0.39,7.0,I,0.089,0.1665,0.0575,0.3265
0.305,0.105,0.395,8.0,I,0.0945,0.1135,0.059500000000000004,0.28400000000000003
0.295,0.095,0.395,8.0,I,0.085,0.115,0.0625,0.2725
0.27,0.1,0.395,5.0,I,0.082,0.14450000000000002,0.061,0.2985
0.29,0.1,0.4,5.0,I,0.0765,0.12050000000000001,0.060500000000000005,0.2675
0.28500000000000003,0.09,0.405,6.0,I,0.075,0.1265,0.0505,0.2645
0.335,0.11,0.41000000000000003,7.0,I,0.17,0.157,0.07050000000000001,0.33
0.305,0.09,0.42,6.0,I,0.082,0.168,0.061500000000000006,0.328
0.325,0.11,0.425,7.0,I,0.1,0.17300000000000001,0.045,0.3335
0.32,0.1,0.425,7.0,I,0.106,0.126,0.06,0.3055
0.31,0.09,0.425,7.0,I,0.08,0.1385,0.065,0.301
0.34,0.0,0.43,8.0,I,0.115,0.20650000000000002,0.08600000000000001,0.428
0.315,0.095,0.43,8.0,I,0.10450000000000001,0.17500000000000002,0.08,0.378
0.315,0.11,0.435,7.0,I,0.12,0.1615,0.07150000000000001,0.3685
0.34,0.12,0.44,9.0,I,0.12,0.21150000000000002,0.083,0.438
0.33,0.105,0.45,9.0,I,0.12,0.20800000000000002,0.089,0.448
0.34500000000000003,0.105,0.455,8.0,I,0.126,0.164,0.0755,0.4005
0.365,0.115,0.455,8.0,F,0.1245,0.184,0.108,0.4305
0.33,0.1,0.455,8.0,I,0.11,0.358,0.0775,0.372
0.36,0.105,0.46,7.0,I,0.11,0.2225,0.099,0.466
0.35000000000000003,0.105,0.46,9.0,I,0.114,0.1575,0.077,0.3705
0.365,0.125,0.46,8.0,F,0.14100000000000001,0.20600000000000002,0.10450000000000001,0.47850000000000004
0.34,0.11,0.465,11.0,I,0.113,0.14250000000000002,0.073,0.34600000000000003
0.365,0.1,0.47000000000000003,8.0,I,0.135,0.17500000000000002,0.0855,0.41100000000000003
0.355,0.18,0.47000000000000003,8.0,I,0.1505,0.20550000000000002,0.105,0.48
0.355,0.12,0.47000000000000003,8.0,I,0.115,0.167,0.08850000000000001,0.393
0.355,0.1,0.47500000000000003,8.0,I,0.14,0.2535,0.091,0.5035000000000001
0.38,0.12,0.47500000000000003,8.0,I,0.1505,0.17850000000000002,0.08850000000000001,0.441
0.36,0.11,0.47500000000000003,8.0,I,0.15,0.211,0.11,0.492
0.37,0.125,0.48,9.0,I,0.165,0.244,0.101,0.5435
0.355,0.115,0.48,8.0,I,0.132,0.20650000000000002,0.112,0.47250000000000003
0.365,0.1,0.48,8.0,I,0.135,0.2205,0.0835,0.461
0.355,0.12,0.495,8.0,I,0.1495,0.214,0.10450000000000001,0.4965
0.38,0.13,0.495,7.0,I,0.16,0.2185,0.116,0.5125000000000001
0.395,0.12,0.495,8.0,M,0.167,0.224,0.1375,0.553
0.38,0.135,0.5,9.0,I,0.1565,0.29450000000000004,0.10400000000000001,0.594
0.42,0.135,0.5,9.0,M,0.20650000000000002,0.302,0.14150000000000001,0.6765
0.375,0.145,0.5,9.0,I,0.185,0.23900000000000002,0.1375,0.5795
0.41000000000000003,0.14,0.5,9.0,I,0.196,0.2585,0.1625,0.6615
0.375,0.125,0.5,7.0,I,0.157,0.259,0.124,0.5695
0.395,0.14,0.5,9.0,I,0.195,0.29250000000000004,0.12050000000000001,0.6215
0.405,0.13,0.505,8.0,I,0.18,0.3015,0.11,0.6015
0.38,0.12,0.505,7.0,I,0.18,0.2595,0.14350000000000002,0.594
0.395,0.105,0.505,8.0,I,0.171,0.248,0.10300000000000001,0.551
0.38,0.12,0.515,7.0,I,0.16,0.3265,0.1295,0.625
0.42,0.135,0.515,13.0,I,0.20500000000000002,0.337,0.14400000000000002,0.711
0.4,0.135,0.515,9.0,I,0.17500000000000002,0.32,0.1255,0.6965
0.4,0.13,0.52,10.0,I,0.18,0.233,0.1365,0.5825
0.395,0.125,0.52,9.0,I,0.1905,0.3005,0.131,0.663
0.4,0.125,0.525,9.0,I,0.164,0.369,0.1385,0.6965
0.42,0.155,0.525,9.0,M,0.20450000000000002,0.428,0.14150000000000001,0.842
0.41500000000000004,0.13,0.53,9.0,I,0.167,0.3905,0.111,0.6940000000000001
0.42,0.155,0.53,10.0,I,0.192,0.47250000000000003,0.111,0.81
0.41500000000000004,0.11,0.53,9.0,I,0.189,0.2525,0.12350000000000001,0.5745
0.425,0.13,0.53,9.0,I,0.21,0.419,0.12050000000000001,0.7675000000000001
0.4,0.135,0.535,9.0,I,0.154,0.28950000000000004,0.121,0.6025
0.41500000000000004,0.15,0.535,8.0,I,0.225,0.35950000000000004,0.135,0.5765
0.41000000000000003,0.13,0.535,9.0,F,0.20750000000000002,0.335,0.14400000000000002,0.7145
0.435,0.15,0.535,9.0,M,0.194,0.34750000000000003,0.14450000000000002,0.717
0.42,0.145,0.54,10.0,F,0.2175,0.4315,0.163,0.8655
0.42,0.14,0.54,9.0,I,0.229,0.3205,0.14450000000000002,0.7265
0.435,0.135,0.545,8.0,I,0.227,0.372,0.148,0.7715000000000001
0.445,0.15,0.545,9.0,F,0.20700000000000002,0.35350000000000004,0.163,0.8
0.43,0.15,0.545,10.0,I,0.2545,0.302,0.1315,0.7285
0.405,0.135,0.545,8.0,I,0.185,0.27,0.11850000000000001,0.5945
0.43,0.145,0.55,11.0,I,0.223,0.3745,0.171,0.7895000000000001
0.405,0.125,0.55,9.0,F,0.2,0.29650000000000004,0.137,0.651
0.43,0.15,0.55,9.0,M,0.248,0.41300000000000003,0.1905,0.8745
0.435,0.14,0.55,10.0,I,0.2325,0.3285,0.1555,0.7535000000000001
0.425,0.135,0.55,9.0,I,0.215,0.3325,0.1545,0.7305
0.44,0.14,0.555,9.0,M,0.255,0.40700000000000003,0.156,0.8705
0.43,0.155,0.555,10.0,I,0.28,0.3135,0.14350000000000002,0.7395
0.43,0.14,0.555,9.0,I,0.23,0.341,0.165,0.7665000000000001
0.425,0.145,0.555,9.0,I,0.225,0.34850000000000003,0.17650000000000002,0.7905000000000001
0.425,0.135,0.56,9.0,I,0.23600000000000002,0.3715,0.185,0.8205
0.425,0.145,0.56,9.0,I,0.2165,0.3095,0.1305,0.6880000000000001
0.445,0.155,0.56,10.0,F,0.2695,0.5565,0.3225,1.224
0.455,0.145,0.56,9.0,I,0.23500000000000001,0.547,0.1615,0.974
0.44,0.17500000000000002,0.5650000000000001,11.0,I,0.21,0.41400000000000003,0.21,0.8735
0.45,0.145,0.5650000000000001,8.0,F,0.225,0.42150000000000004,0.1685,0.8495
0.445,0.15,0.5650000000000001,8.0,M,0.219,0.3635,0.184,0.796
0.39,0.125,0.5650000000000001,11.0,M,0.1685,0.352,0.13,0.744
0.45,0.145,0.5700000000000001,10.0,I,0.2215,0.28250000000000003,0.2195,0.751
0.45,0.135,0.5700000000000001,8.0,I,0.245,0.3815,0.14150000000000001,0.794
0.46,0.135,0.5700000000000001,9.0,F,0.2655,0.397,0.2525,0.9795
0.435,0.17,0.5700000000000001,10.0,M,0.2705,0.382,0.183,0.873
0.44,0.13,0.5700000000000001,10.0,I,0.202,0.34700000000000003,0.17850000000000002,0.7665000000000001
0.435,0.125,0.5700000000000001,9.0,M,0.275,0.383,0.1835,0.8965000000000001
0.42,0.135,0.5750000000000001,10.0,F,0.21250000000000002,0.461,0.147,0.857
0.48,0.165,0.5750000000000001,9.0,F,0.306,0.511,0.20950000000000002,1.078
0.46,0.155,0.5750000000000001,10.0,M,0.22,0.4415,0.176,0.892
0.46,0.155,0.58,10.0,M,0.29550000000000004,0.6715,0.273,1.4395
0.455,0.135,0.58,10.0,M,0.20400000000000001,0.405,0.167,0.7955
0.445,0.15,0.58,8.0,F,0.253,0.4,0.156,0.858
0.465,0.155,0.585,9.0,M,0.23500000000000001,0.4555,0.1965,0.9145000000000001
0.49,0.185,0.585,10.0,M,0.335,0.522,0.2535,1.171
0.47500000000000003,0.16,0.585,10.0,I,0.28500000000000003,0.48,0.234,1.0505
0.46,0.165,0.585,10.0,M,0.274,0.5825,0.23450000000000001,1.1135
0.47000000000000003,0.165,0.585,10.0,M,0.295,0.8,0.229,1.409
0.47500000000000003,0.15,0.585,10.0,M,0.28850000000000003,0.5315,0.199,1.065
0.45,0.18,0.585,8.0,M,0.23700000000000002,0.336,0.1855,0.7995
0.445,0.135,0.59,9.0,I,0.23,0.328,0.17450000000000002,0.7715000000000001
0.47000000000000003,0.18,0.59,9.0,M,0.31,0.5985,0.227,1.187
0.455,0.155,0.59,10.0,M,0.275,0.388,0.188,0.8855000000000001
0.465,0.15,0.595,10.0,F,0.2255,0.41150000000000003,0.196,0.98
0.465,0.155,0.595,12.0,F,0.305,0.4645,0.112,1.026
0.47500000000000003,0.17,0.6000000000000001,10.0,M,0.309,0.508,0.272,1.1315
0.48,0.155,0.6000000000000001,11.0,M,0.325,0.451,0.1885,1.014
0.47500000000000003,0.15,0.6000000000000001,10.0,I,0.27,0.5650000000000001,0.24650000000000002,1.12
0.465,0.155,0.6000000000000001,11.0,F,0.28,0.47550000000000003,0.25,1.04
0.455,0.145,0.6000000000000001,10.0,F,0.269,0.419,0.1715,0.8895000000000001
0.46,0.155,0.6000000000000001,11.0,M,0.295,0.4455,0.189,0.9595
0.485,0.15,0.605,11.0,I,0.33,0.6315000000000001,0.226,1.238
0.49,0.14,0.605,10.0,M,0.315,0.419,0.20600000000000002,0.9755
0.435,0.13,0.605,11.0,I,0.26,0.432,0.17400000000000002,0.9025000000000001
0.47500000000000003,0.17500000000000002,0.605,9.0,F,0.335,0.463,0.2195,1.076
0.47000000000000003,0.16,0.605,12.0,F,0.275,0.5405,0.2215,1.0835
0.45,0.15,0.61,10.0,M,0.25,0.40700000000000003,0.1835,0.871
0.48,0.165,0.61,12.0,M,0.305,0.6345000000000001,0.257,1.244
0.47500000000000003,0.17,0.61,10.0,M,0.3035,0.435,0.2335,1.0265
0.465,0.15,0.61,9.0,I,0.28600000000000003,0.4495,0.17250000000000001,0.9605
0.48,0.17,0.61,10.0,M,0.34700000000000003,0.4565,0.29,1.137
0.46,0.16,0.61,10.0,M,0.275,0.494,0.197,1.0
0.47500000000000003,0.155,0.615,10.0,F,0.28950000000000004,0.4475,0.193,1.004
0.47000000000000003,0.165,0.615,10.0,M,0.34,0.4465,0.2195,1.1280000000000001
0.5,0.17,0.615,10.0,M,0.295,0.48450000000000004,0.228,1.054
0.47500000000000003,0.165,0.615,12.0,F,0.3035,0.49050000000000005,0.1955,1.023
0.47500000000000003,0.17,0.615,10.0,M,0.30000000000000004,0.47950000000000004,0.302,1.129
0.48,0.17500000000000002,0.615,9.0,M,0.30000000000000004,0.446,0.3195,1.118
0.47500000000000003,0.155,0.615,10.0,F,0.355,0.484,0.21150000000000002,1.115
0.51,0.17500000000000002,0.62,10.0,M,0.39,0.5715,0.23850000000000002,1.2815
0.495,0.18,0.62,12.0,M,0.355,0.5765,0.254,1.2555
0.5,0.15,0.62,10.0,F,0.354,0.596,0.3135,1.293
0.47500000000000003,0.16,0.62,10.0,F,0.33,0.463,0.2685,1.1295
0.455,0.17,0.625,9.0,M,0.315,0.4955,0.23450000000000001,1.082
0.505,0.17500000000000002,0.625,11.0,F,0.3045,0.5475,0.256,1.15
0.515,0.16,0.625,9.0,F,0.321,0.5715,0.326,1.264
0.48,0.155,0.625,12.0,F,0.3185,0.5865,0.23900000000000002,1.2035
0.485,0.17,0.63,9.0,F,0.34500000000000003,0.5945,0.34500000000000003,1.3205
0.505,0.18,0.63,11.0,I,0.315,0.6025,0.295,1.272
0.485,0.145,0.63,12.0,M,0.3365,0.5065000000000001,0.17850000000000002,1.062
0.47500000000000003,0.145,0.63,10.0,I,0.28,0.5165000000000001,0.2195,1.0605
0.495,0.16,0.63,12.0,M,0.315,0.497,0.221,1.093
0.49,0.16,0.635,10.0,M,0.34550000000000003,0.534,0.1865,1.101
0.5,0.165,0.635,9.0,F,0.39,0.705,0.2645,1.4595
0.495,0.17500000000000002,0.635,9.0,F,0.323,0.707,0.2725,1.211
0.47500000000000003,0.17,0.635,10.0,M,0.3665,0.5205000000000001,0.2695,1.1935
0.51,0.155,0.635,10.0,M,0.31,0.405,0.2255,0.986
0.5650000000000001,0.23,0.64,15.0,M,0.406,0.644,0.372,1.521
0.525,0.18,0.64,10.0,M,0.40750000000000003,0.48650000000000004,0.2995,1.3135
0.51,0.16,0.645,11.0,M,0.34500000000000003,0.556,0.23850000000000002,1.1835
0.5,0.195,0.645,10.0,M,0.3725,0.6165,0.35150000000000003,1.401
0.525,0.16,0.645,11.0,M,0.4325,0.7455,0.245,1.5075
0.505,0.165,0.65,11.0,F,0.34900000000000003,0.47850000000000004,0.274,1.16
0.59,0.22,0.65,11.0,F,0.435,0.77,0.378,1.662
0.525,0.17500000000000002,0.65,11.0,M,0.405,0.6865,0.35850000000000004,1.5365
